8.99495,44.98645,130813 Box Speed Check Fisso@50
8.99566,45.55200,111130 Box speed check fisso@50
8.99610,45.55298,111130 Box speed check fisso@50
9.00230,45.36400,120717 Traffipax fisso@70
9.00435,45.36179,120717 Traffipax fisso@70
9.00818,44.97590,130813 Box Speed Check Fisso@50
9.00862,44.97071,130813 Box Speed Check Fisso@50
9.01072,45.00722,130811 Box speedcheck@50
9.01072,45.51595,130102 Box speedcheck fisso@50
9.01165,45.51643,130102 Box speedcheck fisso@50
9.01277,45.51215,121223 Box Speed Check Fisso@50
9.01402,45.51094,121223 Box Speed Check Fisso@50
9.01800,45.51022,121209 Box speedcheck@50
9.01838,44.98567,130813 Box Speed Check Fisso@50
9.01976,45.51008,121209 Box speedcheck@50
9.03447,44.99715,130813 Box Speed Check Fisso@50
9.04407,44.91141,130813 Box speedcheck fisso@50
9.04574,45.26405,Box speedcheck@50
9.04805,45.49253,120611 Traffipax fisso@90
9.04810,39.37821,090520 Traffipax Fisso@90
9.05715,45.16450,121104 Box speedcheck fisso@50
9.05831,45.81575,090903 Autobox Fisso@80
9.06003,45.16520,121104 Box speedcheck fisso@50
9.06050,39.26730,120612 Traffipax fisso ss 130 dir nord@90
9.06502,45.16725,121104 Box speedcheck fisso@50
9.06628,45.50246,070501 Tangenziale Ovest Cerchiate@90
9.06755,45.26625,Box Speed Check Fisso - Vigili U.@50
9.06897,45.35575,120730 Traffipax Fisso@70
9.07313,45.16083,130627 Red and speed@70
9.07818,45.46897,070401Tang Ovest Quinto Romano@90
9.09173,45.17065,121104 Box speedcheck fisso@50
9.09654,45.41355,070401 A50 Tang Ovest Buccinasco@90
9.09893,45.26808,121003 Box speedcheck fisso@50
9.10360,45.26446,121003 Box speedcheck fisso@50
9.10365,45.26727,121003 Box speedcheck fisso@50
9.10565,45.26953,121003 Box speedcheck fisso@50
9.10937,45.40914,070501 Tangenziale Ovest@90
9.11174,45.27166,121003 Box speedcheck fisso@50
9.11305,45.27197,121003 Box speedcheck fisso@50
9.11655,45.27218,121003 Box speedcheck fisso@50
9.11880,45.43685,070826 traffipax@50
9.12170,45.27530,090803 Red-and-Speed bidirezionale@70
9.12226,39.20763,071213 autovelox fisso@50
9.12597,45.42794,070901 traffipax@50
9.12744,45.45883,071215 Traffipax Fisso Vigili U@50
9.12803,45.45921,070930 Traffipax Fisso Vigili U@50
9.13024,39.23657,071213 autovelox dir Pirri@50
9.13177,39.20525,071213 autovelox dir Poetto@50
9.13391,45.06936,090621 Traffipax Fisso@70
9.13806,45.54267,120628 Traffipax fisso@90
9.13850,39.22490,071213 autovelox dir Pirri@70
9.13963,45.51911,080322 Via Amoretti dir.periferia@50
9.13985,45.26371,111226 Box Speed Check Fisso@50
9.14072,45.22523,111226 Autobox Fisso@70
9.14098,45.26022,111226 Box Speed Check Fisso@50
9.14103,45.22484,120105 Autobox Fisso@70
9.14144,45.25839,111226 Box Speed Check Fisso@50
9.14179,45.51942,080122 traffipax dir.centro@50
9.14401,45.26983,130624 Box Speed Check Fisso@50
9.14440,45.26842,111226 Box Speed Check Fisso@50
9.14471,45.48581,070921 Traffipax@70
9.14491,45.48557,070921 Traffipax@70
9.14678,45.55084,120628 Traffipax fisso@90
9.15021,45.48946,070921 Traffipax@70
9.15033,45.48913,070921 Traffipax@70
9.15215,39.19577,071213 autovelox dir Poetto@50
9.15549,45.49291,070921 Traffipax@70
9.15580,45.49270,070921 Traffipax@70
9.15649,45.52210,070715 traffipax@50
9.15675,45.52223,070715 traffipax@50
9.16634,45.29162,Box Speed Check Fisso - Vigili U.@50
9.16785,45.29605,Box Speed Check Fisso - Vigili U.@50
9.16900,39.24280,131106 Box speedcheck@50
9.17000,39.24260,131106 Box speedcheck@50
9.17477,45.21318,130618 Autobox fisso@50
9.17613,45.57583,120605 Traffipax Fisso@100
9.17685,45.56867,120605 Traffipax Fisso@100
9.17822,45.22133,130618 Autobox fisso@70
9.19087,39.22232,131024 Box speedcheck@50
9.19600,45.97376,121118 Autobox fisso compatto@50
9.19989,45.52914,120205 Red and speed ambo i lati@50
9.20185,39.22581,131024 Box speedcheck@50
9.21527,39.22879,131024 Box speedcheck@50
9.21610,39.23580,131024 Box speedcheck@50
9.22316,45.38803,070501 Tang.MI-direz.Laghi@90
9.22464,45.98282,121118 Autobox fisso compatto@50
9.22978,45.23617,130618 Autobox fisso@50
9.23017,45.54712,070710 Autovelox Fisso@70
9.23090,45.54767,070710 Autovelox Fisso@70
9.23263,39.22741,131024 Box speedcheck@50
9.23750,45.99103,121118 Autobox fisso compatto@50
9.25177,45.01307,Box Speed Check Fisso@50
9.25311,45.02140,Box Speed Check Fisso@50
9.25332,45.01039,Box Speed Check Fisso - Altri Enti@50
9.25386,39.22122,131024 Box speedcheck@50
9.25585,45.04789,120226 Box speedcheck fisso@50
9.25635,45.33878,120506 Traffipax@70
9.25688,45.50298,070930 autovelox fisso@90
9.25745,45.04474,120226 Box speedcheck fisso@50
9.25902,45.03934,120226 Box speedcheck fisso@50
9.25952,45.04161,120226 Box speedcheck fisso@50
9.25969,39.22089,131024 Box speedcheck@50
9.26231,45.34071,120506 Traffipax@70
9.26237,45.53535,080326 A52 Tang Nord S.Maurizio@90
9.27437,45.16553,130411 T-redspeed fisso@70
9.27484,45.30392,130218 Red-and-Speed Fisso@90
9.27604,45.34549,120830 Autobox fisso@70
9.27608,39.21931,131024 Box speedcheck@50
9.28258,39.21910,131024 Box speedcheck@50
9.28419,39.22291,131024 Box speedcheck@50
9.28428,45.21203,130617 Autobox fisso compatto@40
9.29356,45.19583,130218 Red-and-Speed Fisso@90
9.29498,45.03187,Box Speed Check Fisso - Vigili U.@50
9.29630,45.03193,130816 Box Speed Check Fisso@50
9.29925,45.03963,130816 Box Speed Check Fisso@50
9.29933,45.03927,130816 Box Speed Check Fisso@50
9.30034,45.05161,130816 Box Speed Check Fisso@50
9.30222,45.16115,130411 T-redspeed fisso@50
9.30337,45.53833,070930 autovelox fisso@90
9.30631,45.53833,070930 autovelox fisso@90
9.30634,45.60650,Box Speed Check Fisso - Altri Enti@50
9.30707,45.61727,Box Speed Check Fisso - Vigili U.@50
9.30811,45.61213,Box Speed Check Fisso - Altri Enti@50
9.32129,45.61507,110331 Box Speed Check Fisso@50
9.32176,45.61557,110331 Box Speed Check Fisso@50
9.32249,45.61711,110331 Box Speed Check Fisso@50
9.32356,45.61823,110331 Box Speed Check Fisso@50
9.33221,45.62501,110331 Box Speed Check Fisso@50
9.33436,45.62437,110331 Box Speed Check Fisso@50
9.35377,45.58918,070401 A51 dir sud@90
9.35597,45.59047,070401 A51 dir nord@90
9.36301,45.63265,070930 autovelox fisso@90
9.40284,45.06230,091115 Traffipax Fisso@90
9.40521,44.27115,110603 Box Speed Check Fisso@50
9.40797,44.27426,110603 Box Speed Check Fisso@50
9.42438,44.28475,110603 Box Speed Check Fisso@50
9.42526,44.26421,110603 Box Speed Check Fisso@50
9.42620,46.16480,100323 Box Speed Check Fisso@50
9.42833,46.16749,100323 Box Speed Check Fisso@50
9.43165,46.16543,100323 Box Speed Check Fisso@50
9.43204,46.16763,100323 Box Speed Check Fisso@50
9.43234,45.56058,120410 Box Speed Check Fisso@50
9.43309,45.55894,120410 Box Speed Check Fisso@50
9.43406,46.17388,111015 Box Speed Check Fisso@50
9.43878,45.01474,111015 Box Speed Check Fisso@50
9.44289,44.99051,111015 Box Speed Check Fisso@50
9.44370,45.21882,120730 Box Speed Check Fisso@50
9.44543,45.21737,120730 Box Speed Check Fisso@50
9.44690,45.02058,111015 Box Speed Check Fisso@50
9.45140,45.08971,101011 Traffipax Fisso@70
9.45219,45.01631,111015 Box Speed Check Fisso@50
9.45518,45.05622,130822 Traffipax Fisso@90
9.45609,45.72153,Box Speed Check Fisso - Vigili U.@50
9.45618,45.72172,Box Speed Check Fisso - Vigili U.@50
9.45631,45.71454,Box Speed Check Fisso - Vigili U.@50
9.45651,45.71560,Box Speed Check Fisso - Vigili U.@50
9.45966,45.71040,Box Speed Check Fisso - Vigili U.@70
9.46251,45.71508,Box Speed Check Fisso - Vigili U.@50
9.46444,45.71153,Box Speed Check Fisso - Vigili U.@50
9.46688,46.15151,110908 Box Speed Check Fisso@50
9.47361,45.54195,Box speedcheck@50
9.47590,45.54105,Box speedcheck@50
9.49120,45.67837,Box Speed Check Fisso - Altri Enti@50
9.50048,45.01777,120914 Box Speed Check Fisso@90
9.53150,45.58055,080513 Autovelox Fisso@40
9.56431,44.29977,130303 Arena 1.5 MB@50
9.57099,45.73299,Box Speed Check Fisso - Altri Enti@50
9.57198,45.73160,Box Speed Check Fisso - Vigili U.@50
9.57467,45.71892,Box Speed Check Fisso - Vigili U.@50
9.58836,45.61124,Box Speed Check Fisso - Vigili U.@50
9.59325,45.62048,Box Speed Check Fisso - Vigili U.@50
9.59440,45.61881,Box Speed Check Fisso - Vigili U.@50
9.59512,45.71065,Box Speed Check Fisso - Vigili U.@50
9.59891,45.61940,120312 Box Speed Check Fisso@50
9.60028,45.62000,120312 Box Speed Check Fisso@50
9.60268,45.54643,130611 Due Gatso GTC-GS11@70
9.60383,45.71042,Box Speed Check Fisso - Vigili U.@50
9.60415,45.62113,120312 Box Speed Check Fisso@50
9.60632,45.62178,120312 Box Speed Check Fisso@50
9.60690,44.98222,130820 Box Speed Check Fisso@90
9.60690,44.98435,Box Speed Check Fisso - Altri Enti@90
9.61425,44.80915,120914 Box Speed Check Fisso@90
